"","account_id","min_balance","max_balance","cc_payments","min_withdrawal","max_withdrawal","credit_cards","num_customers","open_date","statement_frequency","district_name","loan","loan_amount","loan_payments","loan_term","loan_status","loan_default"
"3348",3748,1000,22689,127,15,7800,0,1,1993-07-10,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"3349",3749,800,91968,58,15,31600,1,2,1996-08-10,"monthly","Frydek - Mistek","F",NA,NA,NA,NA,NA
"3350",3750,1000,83435,94,15,22240,0,2,1995-03-18,"monthly","Vsetin","F",NA,NA,NA,NA,NA
"3351",3751,1100,66480,129,15,42400,0,1,1993-09-15,"monthly","Nymburk","F",NA,NA,NA,NA,NA
"3352",3752,200,93906,100,15,18100,0,1,1994-11-25,"monthly","Hl.m. Praha","T",18564,1547,12,"expired",FALSE
"3353",3753,900,51054,90,15,7500,0,1,1995-02-24,"monthly","Plzen - sever","F",NA,NA,NA,NA,NA
"3354",3755,200,141091,93,15,51300,0,1,1996-01-20,"monthly","Zlin","F",NA,NA,NA,NA,NA
"3355",3757,1100,91511,31,15,29700,1,1,1997-09-24,"monthly","Zlin","F",NA,NA,NA,NA,NA
"3356",3758,800,60150,101,15,29100,1,1,1995-09-19,"monthly","Louny","F",NA,NA,NA,NA,NA
"3357",3759,600,44997,118,15,6400,0,1,1993-12-29,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"3358",3760,1000,169292,177,15,62600,0,1,1993-01-13,"monthly","Chrudim","F",NA,NA,NA,NA,NA
"3359",3763,800,48225,91,15,13700,0,1,1995-08-23,"monthly","Brno - venkov","F",NA,NA,NA,NA,NA
"3360",3764,900,46575,95,15,8400,0,1,1995-11-05,"monthly","Jesenik","F",NA,NA,NA,NA,NA
"3361",3765,600,19938,47,15,3600,0,1,1996-11-14,"monthly","Ceska Lipa","F",NA,NA,NA,NA,NA
"3362",3767,600,66439,79,15,22720,1,1,1995-11-15,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"3363",3768,400,116983,48,15,63000,0,1,1997-06-06,"monthly","Usti nad Orlici","F",NA,NA,NA,NA,NA
"3364",3769,700,34603,62,15,9900,0,1,1996-05-14,"monthly","Beroun","F",NA,NA,NA,NA,NA
"3365",3770,200,117773,88,15,45760,1,1,1995-09-20,"monthly","Cheb","F",NA,NA,NA,NA,NA
"3366",3771,700,163152,145,15,64700,0,1,1993-06-11,"monthly","Domazlice","F",NA,NA,NA,NA,NA
"3367",3772,1100,77178,75,15,27100,0,1,1995-11-20,"monthly","Melnik","F",NA,NA,NA,NA,NA
"3368",3773,700,34703,41,15,11950,0,1,1997-05-04,"monthly","Praha - vychod","F",NA,NA,NA,NA,NA
"3369",3774,300,57568,60,15,17600,0,1,1996-08-30,"monthly","Olomouc","F",NA,NA,NA,NA,NA
"3370",3775,300,30980,129,15,11300,0,2,1993-06-27,"monthly","Prachatice","F",NA,NA,NA,NA,NA
"3371",3776,1000,85278,54,15,24600,1,1,1996-10-16,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"3372",3777,200,30689,91,15,7140,0,1,1995-01-19,"monthly","Karvina","F",NA,NA,NA,NA,NA
"3373",3778,1100,130297,138,15,50800,1,1,1993-07-04,"monthly","Usti nad Orlici","F",NA,NA,NA,NA,NA
"3374",3779,200,75965,93,15,23000,0,1,1995-07-08,"monthly","Ostrava - mesto","F",NA,NA,NA,NA,NA
"3375",3780,300,29960,73,15,9300,0,2,1995-11-25,"monthly","Chrudim","F",NA,NA,NA,NA,NA
"3376",3781,800,115356,143,15,51500,1,1,1993-03-26,"monthly","Tachov","F",NA,NA,NA,NA,NA
"3377",3783,300,46189,79,15,27520,0,1,1995-11-29,"monthly","Teplice","F",NA,NA,NA,NA,NA
"3378",3784,400,46039,85,15,10900,0,1,1996-01-22,"monthly","Klatovy","F",NA,NA,NA,NA,NA
"3379",3785,200,146168,154,15,64100,0,2,1993-03-24,"monthly","Praha - vychod","F",NA,NA,NA,NA,NA
"3380",3786,-2767,162208,178,3,68000,0,1,1993-06-22,"monthly","Tabor","F",NA,NA,NA,NA,NA
"3381",3787,800,88504,142,15,23400,0,1,1993-02-19,"monthly","Karvina","F",NA,NA,NA,NA,NA
"3382",3788,300,111777,246,15,53300,1,1,1993-04-10,"monthly","Karvina","F",NA,NA,NA,NA,NA
"3383",3789,500,123718,68,15,70500,0,1,1996-08-18,"monthly","Kutna Hora","F",NA,NA,NA,NA,NA
"3384",3792,300,27784,131,15,4300,0,1,1993-08-11,"monthly","Praha - vychod","F",NA,NA,NA,NA,NA
"3385",3793,300,46780,65,15,17500,0,1,1996-06-28,"monthly","Kolin","F",NA,NA,NA,NA,NA
"3386",3794,400,80743,48,15,27300,0,1,1997-02-03,"monthly","Strakonice","F",NA,NA,NA,NA,NA
"3387",3795,900,66564,68,15,22200,0,1,1996-03-18,"monthly","Liberec","F",NA,NA,NA,NA,NA
"3388",3796,400,90862,141,15,24000,0,1,1993-05-25,"monthly","Blansko","F",NA,NA,NA,NA,NA
"3389",3797,1000,40106,71,300,5600,0,1,1994-09-03,"monthly","Zlin","F",NA,NA,NA,NA,NA
"3390",3798,200,54654,34,15,15680,0,1,1997-08-27,"monthly","Cesky Krumlov","F",NA,NA,NA,NA,NA
"3391",3799,900,70458,52,15,25800,0,1,1996-11-29,"monthly","Ostrava - mesto","F",NA,NA,NA,NA,NA
"3392",3800,900,35840,59,15,6600,0,1,1996-09-16,"monthly","Sokolov","F",NA,NA,NA,NA,NA
"3393",3801,200,74448,61,15,26700,0,1,1996-06-20,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"3394",3802,200,26750,61,15,5800,0,1,1996-04-18,"monthly","Chrudim","F",NA,NA,NA,NA,NA
"3395",3803,1100,43692,80,15,23400,0,1,1996-01-26,"monthly","Trebic","F",NA,NA,NA,NA,NA
"3396",3804,13098,86343,119,15,31800,0,1,1994-04-07,"monthly","Melnik","T",63252,5271,12,"expired",FALSE
"3397",3805,1000,59446,120,15,15200,0,2,1994-07-02,"monthly","Nymburk","F",NA,NA,NA,NA,NA
"3398",3806,200,70301,66,15,26700,1,1,1996-04-18,"monthly","Liberec","F",NA,NA,NA,NA,NA
"3399",3807,1000,86137,83,15,36640,1,1,1995-09-05,"monthly","Blansko","F",NA,NA,NA,NA,NA
"3400",3808,500,79590,139,15,34880,0,1,1993-08-11,"monthly","Louny","F",NA,NA,NA,NA,NA
"3401",3809,1000,61931,58,2,13760,0,1,1996-11-21,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"3402",3810,500,58368,83,15,11800,0,1,1995-06-22,"monthly","Hradec Kralove","F",NA,NA,NA,NA,NA
"3403",3811,800,47543,69,15,7830,1,1,1996-10-26,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"3404",3812,400,48260,91,15,11100,0,1,1995-01-16,"monthly","Olomouc","F",NA,NA,NA,NA,NA
"3405",3813,1100,43659,34,15,13000,0,2,1997-10-09,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"3406",3814,900,28400,13,400,5600,0,1,1995-12-27,"monthly","Ostrava - mesto","F",NA,NA,NA,NA,NA
"3407",3815,400,129828,67,15,63500,0,1,1996-03-24,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"3408",3816,400,44600,23,700,5000,0,2,1996-04-21,"monthly","Klatovy","F",NA,NA,NA,NA,NA
"3409",3817,700,40529,108,15,10080,0,1,1995-02-10,"monthly","Karvina","F",NA,NA,NA,NA,NA
"3410",3818,600,82001,154,15,38080,0,2,1993-01-01,"monthly","Ostrava - mesto","F",NA,NA,NA,NA,NA
"3411",3819,700,36243,56,15,9700,0,1,1996-11-11,"monthly","Jesenik","F",NA,NA,NA,NA,NA
"3412",3820,700,93071,148,15,40160,0,1,1993-11-14,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"3413",3821,500,68169,104,15,33700,0,1,1996-04-18,"monthly","Pisek","F",NA,NA,NA,NA,NA
"3414",3822,500,66578,155,15,21752,0,1,1993-09-22,"monthly","Mlada Boleslav","F",NA,NA,NA,NA,NA
"3415",3823,1000,61108,47,15,20000,0,1,1995-04-19,"monthly","Ostrava - mesto","F",NA,NA,NA,NA,NA
"3416",3824,700,42367,120,15,18900,0,1,1994-03-20,"monthly","Usti nad Labem","F",NA,NA,NA,NA,NA
"3417",3825,400,68184,80,15,26500,0,1,1993-12-14,"monthly","Melnik","F",NA,NA,NA,NA,NA
"3418",3826,900,59853,115,15,16640,0,1,1995-03-05,"monthly","Chomutov","F",NA,NA,NA,NA,NA
"3419",3827,200,48842,104,15,14400,0,1,1994-10-04,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"3420",3828,1100,21977,29,15,2010,0,1,1997-08-28,"monthly","Chrudim","F",NA,NA,NA,NA,NA
"3421",3830,700,61693,51,15,21580,0,1,1997-04-20,"monthly","Breclav","F",NA,NA,NA,NA,NA
"3422",3832,200,39863,79,15,8800,0,2,1996-01-22,"monthly","Jicin","F",NA,NA,NA,NA,NA
"3423",3833,800,120180,38,15,59800,0,1,1997-07-13,"monthly","Vsetin","F",NA,NA,NA,NA,NA
"3424",3834,700,54322,158,15,24000,0,2,1993-01-19,"monthly","Brno - mesto","T",23052,1921,12,"expired",FALSE
"3425",3835,900,54516,145,15,21700,0,1,1993-03-16,"monthly","Svitavy","F",NA,NA,NA,NA,NA
"3426",3836,300,73718,27,15,23600,0,1,1997-12-09,"monthly","Frydek - Mistek","F",NA,NA,NA,NA,NA
"3427",3838,800,52485,114,15,18500,0,1,1994-05-02,"monthly","Beroun","F",NA,NA,NA,NA,NA
"3428",3839,600,95204,93,15,38800,1,2,1995-02-21,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"3429",3840,700,42619,113,15,14200,0,2,1994-02-19,"monthly","Sumperk","F",NA,NA,NA,NA,NA
"3430",3841,800,40978,91,15,14350,0,1,1995-01-22,"monthly","Mlada Boleslav","F",NA,NA,NA,NA,NA
"3431",3842,800,52975,39,15,2776,0,1,1997-03-12,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"3432",3843,700,64684,63,15,27000,0,1,1996-10-02,"monthly","Uherske Hradiste","F",NA,NA,NA,NA,NA
"3433",3844,200,26578,131,15,8250,0,2,1993-05-23,"monthly","Bruntal","F",NA,NA,NA,NA,NA
"3434",3845,500,75188,88,15,47100,0,1,1995-05-14,"monthly","Rychnov nad Kneznou","F",NA,NA,NA,NA,NA
"3435",3846,700,18776,37,15,4300,0,1,1997-04-27,"monthly","Trebic","F",NA,NA,NA,NA,NA
"3436",3847,1100,84018,87,7,20300,1,1,1995-06-13,"monthly","Decin","F",NA,NA,NA,NA,NA
"3437",3848,200,80870,72,15,10080,1,1,1996-07-10,"monthly","Strakonice","F",NA,NA,NA,NA,NA
"3438",3849,900,82614,103,15,25600,0,1,1994-10-21,"monthly","Prerov","F",NA,NA,NA,NA,NA
"3439",3850,900,91314,135,15,28960,0,2,1993-08-09,"monthly","Mlada Boleslav","F",NA,NA,NA,NA,NA
"3440",3851,300,124259,46,15,50200,0,1,1997-02-27,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"3441",3852,200,26529,27,15,4600,0,1,1997-09-14,"monthly","Strakonice","F",NA,NA,NA,NA,NA
"3442",3854,300,36172,80,15,5760,0,1,1996-04-18,"monthly","Mlada Boleslav","F",NA,NA,NA,NA,NA
"3443",3855,300,76259,82,15,28000,0,1,1995-09-04,"monthly","Decin","F",NA,NA,NA,NA,NA
"3444",3856,500,22734,51,15,7400,0,1,1996-12-03,"monthly","Jicin","F",NA,NA,NA,NA,NA
"3445",3857,200,23138,25,15,2183,0,1,1997-10-22,"monthly","Brno - mesto","F",NA,NA,NA,NA,NA
"3446",3858,300,59982,105,15,20000,1,1,1995-12-14,"monthly","Benesov","F",NA,NA,NA,NA,NA
"3447",3859,-11549,142668,69,0,61400,0,1,1996-04-23,"monthly","Blansko","T",307200,5120,60,"current",TRUE
"3448",3860,1100,50539,104,15,18800,0,1,1994-10-11,"monthly","Kladno","F",NA,NA,NA,NA,NA
"3449",3861,700,97154,46,15,25800,1,2,1997-01-30,"monthly","Benesov","F",NA,NA,NA,NA,NA
"3450",3862,600,143677,74,15,60500,0,1,1996-11-23,"monthly","Hl.m. Praha","T",74916,2081,36,"current",FALSE
"3451",3863,600,52299,143,15,17120,0,1,1993-09-14,"monthly","Cesky Krumlov","F",NA,NA,NA,NA,NA
"3452",3864,1100,128941,79,15,58800,0,1,1996-07-01,"monthly","Decin","F",NA,NA,NA,NA,NA
"3453",3865,500,82000,95,15,29200,0,1,1995-02-09,"monthly","Svitavy","F",NA,NA,NA,NA,NA
"3454",3866,700,60998,36,15,22400,1,1,1995-09-05,"monthly","Prostejov","F",NA,NA,NA,NA,NA
"3455",3867,800,53747,37,15,13600,0,1,1997-07-19,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"3456",3868,200,34992,125,15,11600,0,1,1993-08-21,"monthly","Hradec Kralove","F",NA,NA,NA,NA,NA
"3457",3869,700,167311,159,15,64700,1,1,1994-09-13,"monthly","Olomouc","F",NA,NA,NA,NA,NA
"3458",3870,800,24936,49,15,4300,0,1,1997-01-08,"monthly","Louny","F",NA,NA,NA,NA,NA
"3459",3871,300,61655,139,15,5000,0,2,1993-01-08,"monthly","Plzen - mesto","F",NA,NA,NA,NA,NA
"3460",3872,1100,58177,50,15,13500,0,2,1997-05-21,"monthly","Klatovy","F",NA,NA,NA,NA,NA
"3461",3874,200,69054,110,15,13600,0,2,1995-06-02,"monthly","Trutnov","F",NA,NA,NA,NA,NA
"3462",3875,1100,117929,29,15,53000,0,1,1997-10-18,"monthly","Chrudim","T",153936,6414,24,"current",FALSE
"3463",3876,500,136914,130,15,64000,0,1,1994-02-13,"monthly","Jesenik","F",NA,NA,NA,NA,NA
"3464",3877,500,94466,52,15,32160,1,1,1996-10-22,"monthly","Kromeriz","F",NA,NA,NA,NA,NA
"3465",3878,500,34176,124,15,6240,0,1,1994-10-07,"monthly","Cheb","F",NA,NA,NA,NA,NA
"3466",3880,800,44404,56,15,9800,0,1,1996-07-28,"monthly","Beroun","F",NA,NA,NA,NA,NA
"3467",3881,800,39276,85,15,15520,0,1,1996-03-04,"monthly","Tabor","F",NA,NA,NA,NA,NA
"3468",3882,500,34527,167,15,8430,0,1,1993-07-09,"monthly","Praha - vychod","F",NA,NA,NA,NA,NA
"3469",3883,500,88337,254,15,25700,1,1,1993-03-15,"monthly","Olomouc","F",NA,NA,NA,NA,NA
"3470",3884,700,34425,58,15,9600,0,2,1996-11-14,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"3471",3885,200,35543,46,15,8300,0,1,1997-04-01,"monthly","Trutnov","F",NA,NA,NA,NA,NA
"3472",3886,400,158955,133,15,80700,1,1,1994-02-20,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"3473",3887,200,52358,80,15,5130,0,1,1996-05-08,"monthly","Uherske Hradiste","F",NA,NA,NA,NA,NA
"3474",3888,1000,26800,26,100,4800,0,1,1993-05-27,"monthly","Most","F",NA,NA,NA,NA,NA
"3475",3889,1100,16712,37,15,4700,0,2,1997-07-03,"monthly","Jindrichuv Hradec","F",NA,NA,NA,NA,NA
"3476",3890,400,64839,89,15,39680,0,1,1996-02-10,"monthly","Svitavy","F",NA,NA,NA,NA,NA
"3477",3891,600,102984,136,15,38240,0,2,1993-08-18,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"3478",3892,800,19757,121,15,8670,0,1,1993-10-25,"monthly","Hradec Kralove","F",NA,NA,NA,NA,NA
"3479",3893,600,33246,61,15,7900,0,2,1996-12-13,"monthly","Havlickuv Brod","F",NA,NA,NA,NA,NA
"3480",3894,600,56783,53,15,8250,0,2,1996-09-25,"monthly","Usti nad Orlici","F",NA,NA,NA,NA,NA
"3481",3895,1100,51184,86,15,26000,0,1,1995-07-14,"monthly","Plzen - jih","F",NA,NA,NA,NA,NA
"3482",3896,400,114615,83,15,63100,0,1,1995-08-17,"monthly","Jicin","F",NA,NA,NA,NA,NA
"3483",3897,1000,87150,42,15,24000,1,1,1997-04-16,"monthly","Rakovnik","F",NA,NA,NA,NA,NA
"3484",3898,800,84905,114,15,6800,0,1,1994-02-07,"monthly","Karvina","F",NA,NA,NA,NA,NA
"3485",3899,800,97772,62,15,27300,1,1,1996-06-25,"monthly","Domazlice","F",NA,NA,NA,NA,NA
"3486",3901,1100,86228,34,15,17300,0,1,1997-08-30,"monthly","Pribram","F",NA,NA,NA,NA,NA
"3487",3902,800,45674,91,15,14880,0,1,1995-08-08,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"3488",3903,500,60074,99,15,19000,0,2,1994-12-19,"monthly","Jihlava","F",NA,NA,NA,NA,NA
"3489",3904,600,23377,55,15,2075,0,1,1996-10-05,"monthly","Pisek","F",NA,NA,NA,NA,NA
"3490",3906,1100,98482,38,15,35300,0,2,1997-07-08,"monthly","Usti nad Orlici","T",334620,5577,60,"current",FALSE
"3491",3907,600,133751,72,15,49800,0,1,1996-04-18,"monthly","Litomerice","T",133848,5577,24,"current",FALSE
"3492",3908,700,29850,43,15,6700,0,2,1997-01-16,"monthly","Rakovnik","F",NA,NA,NA,NA,NA
"3493",3909,700,84241,144,15,29700,1,1,1993-01-14,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"3494",3910,1000,24387,43,15,8200,0,1,1997-01-19,"monthly","Praha - vychod","F",NA,NA,NA,NA,NA
"3495",3911,200,19366,21,15,1946,0,1,1997-12-16,"monthly","Ceska Lipa","F",NA,NA,NA,NA,NA
"3496",3912,700,42383,113,15,7250,0,1,1994-05-04,"monthly","Benesov","F",NA,NA,NA,NA,NA
"3497",3913,900,56581,57,15,18240,0,1,1996-10-04,"monthly","Cheb","F",NA,NA,NA,NA,NA
"3498",3914,200,108542,83,15,45920,0,1,1995-09-05,"monthly","Decin","F",NA,NA,NA,NA,NA
"3499",3915,300,82103,141,15,28900,1,1,1993-04-02,"monthly","Znojmo","F",NA,NA,NA,NA,NA
"3500",3916,800,50063,33,15,21000,0,1,1997-09-28,"monthly","Mlada Boleslav","T",96984,2694,36,"current",FALSE
"3501",3917,600,69722,67,15,33120,1,1,1996-03-30,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"3502",3918,700,55645,128,15,35500,0,1,1993-12-09,"monthly","Blansko","F",NA,NA,NA,NA,NA
"3503",3919,200,81477,30,15,32000,1,2,1997-10-18,"monthly","Chomutov","F",NA,NA,NA,NA,NA
"3504",3920,600,156780,140,15,64300,0,2,1993-09-01,"monthly","Ostrava - mesto","F",NA,NA,NA,NA,NA
"3505",3921,800,142681,125,15,60900,0,1,1994-07-17,"monthly","Pisek","F",NA,NA,NA,NA,NA
"3506",3922,900,34087,25,15,7700,0,1,1997-10-22,"monthly","Frydek - Mistek","F",NA,NA,NA,NA,NA
"3507",3923,400,121940,142,15,44100,0,1,1993-03-30,"monthly","Usti nad Orlici","F",NA,NA,NA,NA,NA
"3508",3924,300,31101,65,15,6800,0,1,1996-02-24,"monthly","Karvina","F",NA,NA,NA,NA,NA
"3509",3925,400,140989,112,15,54100,0,1,1995-09-05,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"3510",3926,400,52499,99,15,14950,0,2,1994-09-11,"monthly","Olomouc","F",NA,NA,NA,NA,NA
"3511",3927,1000,43228,155,15,14240,0,1,1993-10-22,"monthly","Breclav","F",NA,NA,NA,NA,NA
"3512",3928,900,71228,92,15,23500,0,1,1996-05-08,"monthly","Karlovy Vary","F",NA,NA,NA,NA,NA
"3513",3930,800,60871,90,15,22000,0,1,1995-04-25,"monthly","Litomerice","F",NA,NA,NA,NA,NA
"3514",3931,1000,85872,72,15,36000,1,1,1996-02-05,"monthly","Plzen - sever","F",NA,NA,NA,NA,NA
"3515",3932,600,35385,55,15,9700,0,1,1996-07-25,"monthly","Ostrava - mesto","F",NA,NA,NA,NA,NA
"3516",3933,700,79789,70,15,21900,0,2,1996-02-11,"monthly","Trebic","F",NA,NA,NA,NA,NA
"3517",3934,700,32510,21,15,7300,0,1,1997-12-23,"monthly","Kutna Hora","F",NA,NA,NA,NA,NA
"3518",3935,1000,70858,158,15,26400,0,1,1993-03-08,"monthly","Cheb","F",NA,NA,NA,NA,NA
"3519",3936,800,38727,106,15,7290,0,1,1995-05-04,"monthly","Most","F",NA,NA,NA,NA,NA
"3520",3937,800,29067,73,15,14800,0,2,1996-01-10,"monthly","Sumperk","F",NA,NA,NA,NA,NA
"3521",3938,1100,80635,123,15,28700,1,1,1993-11-17,"monthly","Hodonin","F",NA,NA,NA,NA,NA
"3522",3939,600,45876,150,15,7300,0,1,1993-07-08,"monthly","Karvina","F",NA,NA,NA,NA,NA
"3523",3941,300,20784,45,15,3400,0,2,1996-12-26,"monthly","Melnik","F",NA,NA,NA,NA,NA
"3524",3943,300,23695,69,15,7560,0,1,1996-03-06,"monthly","Novy Jicin","F",NA,NA,NA,NA,NA
"3525",3944,800,65561,80,15,18800,0,2,1995-10-08,"monthly","Domazlice","F",NA,NA,NA,NA,NA
"3526",3945,1000,45064,47,300,5300,0,2,1995-11-07,"monthly","Svitavy","F",NA,NA,NA,NA,NA
"3527",3946,900,62147,59,15,17700,0,2,1996-07-16,"monthly","Karvina","F",NA,NA,NA,NA,NA
"3528",3947,400,80307,72,15,33120,0,1,1996-01-23,"monthly","Sumperk","F",NA,NA,NA,NA,NA
"3529",3948,1100,92060,127,15,18400,1,1,1993-11-09,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"3530",3949,300,80896,52,15,24300,1,1,1996-01-11,"monthly","Brno - mesto","F",NA,NA,NA,NA,NA
"3531",3950,400,75766,33,15,28900,1,1,1997-09-01,"monthly","Rychnov nad Kneznou","F",NA,NA,NA,NA,NA
"3532",3951,600,28128,42,15,9800,0,1,1997-06-02,"monthly","Domazlice","F",NA,NA,NA,NA,NA
"3533",3952,500,53789,65,15,37200,0,1,1996-03-08,"monthly","Plzen - mesto","F",NA,NA,NA,NA,NA
"3534",3953,201,109399,58,6,78000,0,1,1997-06-16,"monthly","Hl.m. Praha","T",63576,5298,12,"current",FALSE
"3535",3954,1000,38245,130,15,13450,0,2,1993-06-25,"monthly","Domazlice","F",NA,NA,NA,NA,NA
"3536",3955,1000,71062,164,15,14720,0,1,1993-07-14,"monthly","Zlin","F",NA,NA,NA,NA,NA
"3537",3956,500,80551,65,15,24320,1,1,1996-10-28,"monthly","Kutna Hora","F",NA,NA,NA,NA,NA
"3538",3958,1000,77512,26,15,30900,0,2,1997-12-28,"monthly","Kromeriz","F",NA,NA,NA,NA,NA
"3539",3960,500,34836,137,15,3920,0,2,1993-02-06,"monthly","Zlin","F",NA,NA,NA,NA,NA
"3540",3961,700,19541,43,15,3600,0,1,1997-01-24,"monthly","Usti nad Orlici","F",NA,NA,NA,NA,NA
"3541",3962,-1300,26100,11,300,6400,0,1,1996-12-13,"monthly","Brno - mesto","F",NA,NA,NA,NA,NA
"3542",3963,600,52599,30,15,16400,0,1,1997-10-27,"monthly","Nymburk","F",NA,NA,NA,NA,NA
"3543",3964,800,19714,43,15,5900,0,1,1997-01-25,"monthly","Klatovy","F",NA,NA,NA,NA,NA
"3544",3965,-1844,80266,159,0,39900,0,1,1993-05-04,"monthly","Tachov","F",NA,NA,NA,NA,NA
"3545",3966,800,29247,73,15,7400,0,2,1996-01-09,"monthly","Havlickuv Brod","F",NA,NA,NA,NA,NA
"3546",3967,-2920,171098,83,15,77400,0,1,1996-09-22,"monthly","Brno - mesto","T",84600,2350,36,"current",TRUE
"3547",3968,1100,107611,73,15,26600,0,1,1996-01-01,"monthly","Liberec","F",NA,NA,NA,NA,NA
"3548",3969,600,64304,134,15,37600,0,1,1993-06-20,"monthly","Most","F",NA,NA,NA,NA,NA
"3549",3970,200,102736,76,15,36200,1,1,1995-11-28,"monthly","Karlovy Vary","F",NA,NA,NA,NA,NA
"3550",3971,200,109701,47,15,49000,0,1,1997-03-13,"monthly","Prerov","F",NA,NA,NA,NA,NA
"3551",3972,900,86253,132,15,27800,1,1,1993-10-11,"monthly","Trutnov","F",NA,NA,NA,NA,NA
"3552",3973,200,41265,81,15,12100,0,1,1995-11-27,"monthly","Strakonice","F",NA,NA,NA,NA,NA
"3553",3974,900,56080,70,15,19700,0,1,1996-03-08,"monthly","Brno - venkov","F",NA,NA,NA,NA,NA
"3554",3975,400,26549,103,15,6750,0,1,1994-10-02,"monthly","Strakonice","F",NA,NA,NA,NA,NA
"3555",3976,600,38556,62,15,7600,0,1,1996-04-15,"monthly","Ostrava - mesto","F",NA,NA,NA,NA,NA
"3556",3977,800,30826,123,15,8950,0,1,1993-09-25,"monthly","Melnik","F",NA,NA,NA,NA,NA
"3557",3978,700,73902,95,15,28400,0,1,1995-02-18,"monthly","Kromeriz","F",NA,NA,NA,NA,NA
"3558",3979,700,50773,72,15,16000,0,1,1996-02-14,"monthly","Litomerice","F",NA,NA,NA,NA,NA
"3559",3980,800,80304,160,15,30240,0,2,1993-04-03,"monthly","Prerov","F",NA,NA,NA,NA,NA
"3560",3981,500,22716,91,15,8610,0,1,1995-01-15,"monthly","Cheb","F",NA,NA,NA,NA,NA
"3561",3982,700,50229,127,15,2153,0,1,1993-07-27,"monthly","Plzen - mesto","F",NA,NA,NA,NA,NA
"3562",3983,900,62018,143,15,27300,0,1,1993-02-04,"monthly","Bruntal","F",NA,NA,NA,NA,NA
"3563",3984,500,22931,45,15,10400,0,1,1996-12-14,"monthly","Trutnov","F",NA,NA,NA,NA,NA
"3564",3985,900,19587,32,15,4600,0,1,1997-07-13,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"3565",3986,1100,42188,43,15,14900,0,1,1997-06-20,"monthly","Prachatice","F",NA,NA,NA,NA,NA
"3566",3987,800,49591,34,15,12800,0,1,1997-09-14,"monthly","Klatovy","F",NA,NA,NA,NA,NA
"3567",3988,700,58568,77,15,20300,1,1,1997-05-04,"monthly","Cheb","F",NA,NA,NA,NA,NA
"3568",3989,900,36643,87,15,12000,0,2,1995-03-11,"monthly","Prachatice","F",NA,NA,NA,NA,NA
"3569",3990,300,135149,55,15,59700,0,1,1997-02-04,"monthly","Vsetin","F",NA,NA,NA,NA,NA
"3570",3991,300,35528,46,15,10500,0,1,1996-12-28,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"3571",3992,200,59095,26,15,20600,0,1,1997-12-16,"monthly","Hradec Kralove","F",NA,NA,NA,NA,NA
"3572",3993,400,96144,73,15,21000,0,1,1996-01-24,"monthly","Brno - mesto","F",NA,NA,NA,NA,NA
"3573",3994,200,122338,75,15,66600,0,2,1996-03-14,"monthly","Cesky Krumlov","F",NA,NA,NA,NA,NA
"3574",3995,200,65514,88,15,16640,0,1,1995-08-27,"monthly","Pribram","F",NA,NA,NA,NA,NA
"3575",3996,1100,43796,35,15,9000,0,1,1997-06-22,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"3576",3997,1000,44719,122,15,27500,0,1,1994-01-13,"monthly","Uherske Hradiste","F",NA,NA,NA,NA,NA
"3577",3998,400,68214,67,15,36320,0,1,1996-04-20,"monthly","Benesov","F",NA,NA,NA,NA,NA
"3578",3999,400,120586,162,15,58700,1,2,1993-05-06,"monthly","Jablonec n. Nisou","F",NA,NA,NA,NA,NA
"3579",4000,700,124796,232,15,48300,1,1,1993-08-02,"monthly","Melnik","F",NA,NA,NA,NA,NA
"3580",4001,400,26498,62,300,4300,0,1,1995-02-04,"monthly","Brno - mesto","F",NA,NA,NA,NA,NA
"3581",4003,400,135079,50,15,51600,0,1,1997-08-22,"monthly","Klatovy","F",NA,NA,NA,NA,NA
